gwcode,year,NY.GDP.MKTP.KD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.KD,NY.GDP.PCAP.KD.ZG
305,1998,288606201090.647,3.4928800296232874,36173.146464147394,3.380520663424791
310,1998,85190500943.9874,3.8481081444982483,8309.876784437747,4.120448526468903
316,1998,121996963423.806,-0.39315019375044913,11884.256676895597,-0.25124665228615173
317,1998,48332548393.0038,3.8261077356060964,8992.443321198385,3.7292029099242043
325,1998,1757973143577.88,1.804373281863412,30725.634316909993,1.7582532017251518
331,1998,1342209396.1527,7.465618860511001,51376.43621637129,6.130782752559391
338,1998,5346725602.26102,5.125600971659539,13578.140794442046,4.299198302599525
339,1998,5100876515.377,8.310025203830863,1588.9925152239043,8.968867124578752
343,1998,6099135593.62124,3.3787356471829058,2993.340881688974,2.7794126725227497
344,1998,38874419434.9495,2.251677912906912,8744.338040339162,3.607625989059386
345,1998,27838769422.886253,2.430459495291027,3314.134285262821,2.7072956912719377
346,1998,9250256713.9843,16.61637449798463,2262.032354964479,14.587971151430118
349,1998,29475325366.1332,3.063825958020097,14886.04303856425,3.289361822067006
350,1998,181968090540.634,3.436935796613589,17045.538071715473,2.922590510186857
352,1998,13962602012.6924,6.1108829494707155,15267.216168743904,4.140770071325428
355,1998,31705866815.773,3.7891209580349465,3895.9337744720897,4.795454741529091
359,1998,3992441789.3799,-6.542192077111779,924.4514286322701,-5.745324493008111
360,1998,100463958892.948,-2.0298129057170016,4508.162775640304,-1.4731938026439775
365,1998,666808805066.777,-5.299961626623911,4516.587575837533,-5.1599730420020435
366,1998,12752545572.9222,4.339827611935785,9036.651772458028,5.1008962860087665
367,1998,13785282610.3782,6.550002647563096,5719.53826841498,7.5677542869239085
368,1998,21843195078.8693,7.462937149372298,6156.879391964419,8.239534314860927
369,1998,66077735120.1257,-1.9000000021416927,1311.5936470586892,-1.1071859565659459
370,1998,23858297841.0347,8.399991369798585,2366.7587967332133,8.849325486822009
371,1998,3619393601.80914,7.299999987710133,1128.0988884522665,8.567105439782479
372,1998,6075968327.9871,3.1015096961657402,1327.6594304160799,5.780296503055485
373,1998,10149879579.9982,9.999999611537316,1264.6558002161776,8.772200506899246
375,1998,177576428488.635,5.454270217654503,34457.12128588596,5.17551012399182
380,1998,338210969503.89,4.245831794178804,38213.30132316778,4.1859446201209405
385,1998,288922351936.679,2.6686866097364454,65200.16797203876,2.05873033311341
390,1998,246313036680.162,2.3263027453895533,46436.81565506417,1.9553882198842951
395,1998,11215843688.7238,7.010483226073305,40917.08552440813,5.867810684415185
402,1998,726572059.757413,12.517285787988412,1652.1130505292106,10.729938698989201
403,1998,134274413.232095,2.4999879032751706,953.9855008639015,1.1676795866803178
404,1998,597079877.976298,-22.445727065752628,502.81575192376914,-23.877820288766817
411,1998,1817508712.76923,23.774482329960115,2833.331846293427,19.031498904049247
420,1998,855420206.246188,3.499998702053074,621.2260582316231,0.6364341218853216
432,1998,7590483163.61939,6.653260374562764,695.1263720311581,3.986062761930392
