gwcode,year,infmort,infmort_yearadj,infmort_imputed
461,1965,145.6,0.7534740400158085,FALSE
461,1966,143.5,0.7842144732584809,FALSE
461,1967,141.1,0.7928731447357915,FALSE
461,1968,138.7,0.7910754115558858,FALSE
461,1969,136.1,0.7942997203208547,FALSE
461,1970,133.5,0.8029449195070981,FALSE
461,1971,130.8,0.7959382272998863,FALSE
461,1972,128.2,0.8115534113221278,FALSE
461,1973,125.5,0.8267155220842791,FALSE
461,1974,122.9,0.8062214636910231,FALSE
461,1975,120.2,0.7775413731538787,FALSE
461,1976,117.6,0.7837999889288151,FALSE
461,1977,115.1,0.7878232737933876,FALSE
461,1978,112.7,0.8058320761585643,FALSE
461,1979,110.3,0.8188201055205518,FALSE
461,1980,107.9,0.8284163142753689,FALSE
461,1981,105.6,0.8450705790520737,FALSE
461,1982,103.5,0.8547786102589762,FALSE
461,1983,101.5,0.8595598254599403,FALSE
461,1984,99.6,0.8755405065016945,FALSE
461,1985,97.8,0.8818349484874571,FALSE
461,1986,96.1,0.8934259105543658,FALSE
461,1987,94.6,0.9001946673436946,FALSE
461,1988,93.2,0.9073431576833761,FALSE
461,1989,92,0.9169340457478292,FALSE
461,1990,90.9,0.9313046752855648,FALSE
461,1991,89.8,0.9881120516324751,FALSE
461,1992,88.7,1.0112586983978935,FALSE
461,1993,87.5,1.0189245226165051,FALSE
461,1994,86.2,0.9838828844929459,FALSE
461,1995,84.8,1.02448339356607,FALSE
461,1996,83.2,1.0262452637229915,FALSE
461,1997,81.4,1.028431636230094,FALSE
461,1998,79.6,1.0342989388093617,FALSE
461,1999,77.6,1.0415449154341072,FALSE
461,2000,75.7,1.0574924063443438,FALSE
461,2001,73.7,1.0740913155237943,FALSE
461,2002,71.8,1.085807693139795,FALSE
461,2003,69.9,1.1050041575109544,FALSE
461,2004,68,1.1217756038034599,FALSE
461,2005,66.3,1.1445190445885638,FALSE
461,2006,64.6,1.1772805617149389,FALSE
461,2007,62.9,1.1851155642283222,FALSE
461,2008,61.4,1.2010769626266846,FALSE
461,2009,59.8,1.2223419139816012,FALSE
461,2010,58.3,1.2028016546287423,FALSE
461,2011,56.7,1.231665840268245,FALSE
461,2012,55.2,1.2374567681611828,FALSE
461,2013,53.7,1.2385479434249433,FALSE
461,2014,52.2,1.231905143496629,FALSE
461,2015,50.8,1.228245985236331,FALSE
461,2016,49.4,1.2259579478230311,FALSE
461,2017,48.1,1.2231725156967024,FALSE
461,2018,46.8,1.220337276784086,FALSE
461,2019,45.5,1.2131852793999567,FALSE
461,2020,44.4,1.2166996614805676,FALSE
471,1960,164.9,0.831519196838469,FALSE
471,1961,161.1,0.8075895299525023,FALSE
471,1962,158.1,0.822006230573923,FALSE
471,1963,155.4,0.8332240225408225,FALSE
471,1964,152.6,0.8282335645579787,FALSE
471,1965,149.3,0.812877934460357,FALSE
471,1966,145.3,0.8139422560285396,FALSE
471,1967,140.6,0.7844699586769943,FALSE
471,1968,135.5,0.7361959562742941,FALSE
471,1969,130.3,0.6931309324751354,FALSE
471,1970,125.7,0.6644962423596533,FALSE
471,1971,121.6,0.630990748389157,FALSE
471,1972,118.5,0.632986495317539,FALSE
471,1973,116.3,0.6539735096362487,FALSE
471,1974,114.9,0.6552293226559143,FALSE
471,1975,114.2,0.6630145322670467,FALSE
471,1976,113.6,0.7062222106571957,FALSE
471,1977,112.9,0.7443727343355213,FALSE
471,1978,111.8,0.7876881099605296,FALSE
471,1979,110.1,0.814707881366834,FALSE
471,1980,107.8,0.8263206919464113,FALSE
471,1981,105,0.8322214918558706,FALSE
471,1982,101.8,0.8177543995033516,FALSE
471,1983,98.4,0.7911812311751976,FALSE
471,1984,94.9,0.7705063590206624,FALSE
471,1985,91.6,0.7415499487111425,FALSE
471,1986,88.8,0.7258143716431656,FALSE
471,1987,86.6,0.7146207978884226,FALSE
471,1988,85.2,0.7199730657283582,FALSE
471,1989,84.5,0.7394517421461085,FALSE
471,1990,84.7,0.782699262995005,FALSE
471,1991,85.5,0.880930904460862,FALSE
471,1992,86.7,0.9608212770868308,FALSE
471,1993,88,1.031665522412972,FALSE
471,1994,89.1,1.0565731164688705,FALSE
471,1995,89.9,1.1576474507709216,FALSE
471,1996,90.4,1.2171858072245425,FALSE
471,1997,90.5,1.2744252038454458,FALSE
471,1998,90.2,1.3274578400487183,FALSE
471,1999,89.1,1.368016449451276,FALSE
471,2000,87.6,1.4048194583445959,FALSE
471,2001,85.8,1.4387211813387835,FALSE
471,2002,83.7,1.4559210955137876,FALSE
471,2003,81.7,1.4844412038260746,FALSE
471,2004,79.7,1.5109973839935604,FALSE
471,2005,78.1,1.5495165070873627,FALSE
471,2006,76.2,1.589303112066346,FALSE
471,2007,74.6,1.6131203616454326,FALSE
471,2008,72.7,1.6255858167653106,FALSE
471,2009,71.1,1.6616703826429957,FALSE
471,2010,68.6,1.6065239551818424,FALSE
471,2011,66.6,1.6383785478223214,FALSE
471,2012,64.2,1.6176123076506383,FALSE
471,2013,61.6,1.5810727553339816,FALSE
471,2014,59.5,1.5558015719027192,FALSE
471,2015,57,1.5097297131781364,FALSE
471,2016,55.2,1.4962746962212545,FALSE
471,2017,53.2,1.466350229615554,FALSE
471,2018,51.3,1.4402422696372827,FALSE
471,2019,49.9,1.4335006669143058,FALSE
471,2020,48.3,1.4166619803570013,FALSE
475,1960,203.11561031266683,1.3926607900333379,TRUE
475,1961,200.78968166472833,1.3981373949121612,TRUE
475,1962,198.47843706330434,1.442539539447685,TRUE
475,1963,196.1818765083949,1.4732019733088972,TRUE
475,1964,193.9,1.4832154587010107,FALSE
475,1965,189.5,1.4582932200470704,FALSE
475,1966,185.7,1.4811658248676312,FALSE
475,1967,181.6,1.4735312154983633,FALSE
475,1968,177.5,1.4564888068451862,FALSE
475,1969,173.2,1.441431104644337,FALSE
475,1970,168.6,1.4259639666706003,FALSE
475,1971,163.8,1.3875976625231528,FALSE
475,1972,159,1.3785493920377303,FALSE
475,1973,154,1.3618402345591558,FALSE
475,1974,149,1.2988333238180656,FALSE
475,1975,144.1,1.2337399560197597,FALSE
475,1976,139.5,1.2085383249659314,FALSE
475,1977,135.3,1.1867782269974347,FALSE
475,1978,131.5,1.184839370073064,FALSE
475,1979,128.6,1.1950886155857279,FALSE
475,1980,126.2,1.2119152004745701,FALSE
475,1981,124.5,1.2498168257324787,FALSE
475,1982,123.5,1.2903575603251458,FALSE
475,1983,123,1.333798463241221,FALSE
475,1984,123.1,1.4007112439068556,FALSE
475,1985,123.4,1.4610762378864335,FALSE
475,1986,123.9,1.531727387503868,FALSE
475,1987,124.4,1.5914573310645828,FALSE
475,1988,124.7,1.645112894756259,FALSE
475,1989,124.8,1.6931233201660207,FALSE
475,1990,124.6,1.7390469969294136,FALSE
475,1991,124.3,1.848053813823325,FALSE
475,1992,123.9,1.8989573134725979,FALSE
475,1993,123.3,1.9311801080435278,FALSE
475,1994,122.5,1.8937640640536597,FALSE
475,1995,121.4,1.9801313335067683,FALSE
475,1996,119.9,1.9995116451822863,FALSE
475,1997,117.9,2.015109132709253,FALSE
475,1998,115.4,2.0244016429951124,FALSE
475,1999,112.7,2.0379928149125965,FALSE
475,2000,109.8,2.052774126782041,FALSE
475,2001,106.8,2.071549874075542,FALSE
475,2002,103.8,2.0810706238933885,FALSE
475,2003,100.8,2.098614727946311,FALSE
475,2004,97.8,2.1131268046295277,FALSE
475,2005,95,2.1295552457508973,FALSE
475,2006,92.3,2.161161996605798,FALSE
475,2007,89.8,2.169160782221508,FALSE
475,2008,87.7,2.1890931452679117,FALSE
475,2009,85.9,2.2370740407127867,FALSE
475,2010,84.3,2.221906490976374,FALSE
475,2011,83,2.312124851245237,FALSE
475,2012,81.9,2.365251535313234,FALSE
475,2013,81,2.422209635211872,FALSE
475,2014,80.1,2.4698106712404524,FALSE
475,2015,79.3,2.5221631217430165,FALSE
475,2016,78.3,2.5728810562210747,FALSE
475,2017,77.1,2.6059477517058576,FALSE
475,2018,75.7,2.6326160086635038,FALSE
475,2019,74,2.6402281303451733,FALSE
475,2020,72.2,2.642072088343352,FALSE
481,1960,119.77976867101872,0.1689931168906237,TRUE
481,1961,118.04131240961233,0.16691379364227404,TRUE
481,1962,116.31663829862622,0.17988212726171582,TRUE
481,1963,114.60574633806041,0.1930518407554418,TRUE
481,1964,112.90863652791487,0.19876323942321225,TRUE
481,1965,111.22530886818966,0.20158470932445427,TRUE
481,1966,109.55576335888468,0.22361064372373743,TRUE
481,1967,107.9,0.23490159043165865,FALSE
481,1968,105.1,0.21484113109917227,FALSE
481,1969,102.2,0.20298559825707976,FALSE
481,1970,99.5,0.19945068578746644,FALSE
481,1971,96.8,0.18634971828197497,FALSE
481,1972,94.2,0.18564875728542438,FALSE
481,1973,91.6,0.19019875882468884,FALSE
481,1974,89.1,0.16827966781768808,FALSE
481,1975,86.6,0.13619106418761892,FALSE
481,1976,84.2,0.13602554036079328,FALSE
481,1977,81.9,0.13211513288376633,FALSE
481,1978,79.6,0.13853731931973753,FALSE
481,1979,77.4,0.14235923223397884,FALSE
481,1980,75.3,0.14524343503526135,FALSE
481,1981,73.3,0.15336138498979485,FALSE
481,1982,71.3,0.1534965006524427,FALSE
481,1983,69.4,0.15151051044695846,FALSE
481,1984,67.7,0.1626491650878802,FALSE
481,1985,66.1,0.16457132059888122,FALSE
481,1986,64.6,0.17017063991014594,FALSE
481,1987,63.3,0.17413690309994329,FALSE
481,1988,62.1,0.178941925208244,FALSE
481,1989,61.1,0.1857069549087401,FALSE
481,1990,60.2,0.1954681982984384,FALSE
481,1991,59.4,0.23036626697734952,FALSE
481,1992,58.7,0.25469737873195253,FALSE
481,1993,58.1,0.26975373458425755,FALSE
481,1994,57.5,0.26450024390362104,FALSE
481,1995,57,0.2986087288023705,FALSE
481,1996,56.4,0.31552212957832965,FALSE
481,1997,55.8,0.3364057756858071,FALSE
481,1998,55.1,0.35671468594481237,FALSE
481,1999,54.2,0.3772463157817814,FALSE
481,2000,53.3,0.40370030846151583,FALSE
481,2001,52.3,0.42920874292538347,FALSE
481,2002,51.2,0.44510718146716977,FALSE
481,2003,50.2,0.47153722425605,FALSE
481,2004,49,0.48970604622979247,FALSE
481,2005,47.7,0.5061332138701179,FALSE
481,2006,46.6,0.5379352249627563,FALSE
481,2007,45.2,0.5376211271101289,FALSE
481,2008,43.9,0.5436517460403167,FALSE
481,2009,42.9,0.5652931422667726,FALSE
481,2010,41.6,0.5482227789746866,FALSE
481,2011,40.4,0.5620277460125426,FALSE
481,2012,39.1,0.557400747518935,FALSE
481,2013,37.9,0.5534983196068671,FALSE
481,2014,37.2,0.5663645371827453,FALSE
481,2015,36.1,0.560857146406567,FALSE
481,2016,34.6,0.5361841760482544,FALSE
481,2017,33.7,0.5365530881611217,FALSE
481,2018,32.5,0.5215280772728176,FALSE
481,2019,31.5,0.5121817736724819,FALSE
481,2020,30.7,0.514267925940275,FALSE
482,1960,163.9,0.8168356267318082,FALSE
482,1961,161.4,0.8120532684370906,FALSE
482,1962,158.9,0.8343005808064674,FALSE
482,1963,156.4,0.8489167273783828,FALSE
482,1964,153.8,0.8472645154773891,FALSE
482,1965,150.9,0.8385661050309724,FALSE
482,1966,148.2,0.861837017158078,FALSE
482,1967,145.4,0.8651405448414474,FALSE
482,1968,142.6,0.8579597476803258,FALSE
482,1969,139.9,0.8605827192542574,FALSE
482,1970,137.4,0.8721692580808207,FALSE
482,1971,135,0.8712403372373927,FALSE
482,1972,132.7,0.8943937331799269,FALSE
482,1973,130.7,0.9243523117288178,FALSE
482,1974,128.7,0.9156907659414767,FALSE
482,1975,126.9,0.9054296788108414,FALSE
482,1976,125.2,0.931197767644892,FALSE
482,1977,123.6,0.9557003580624172,FALSE
482,1978,122,0.9933197268715881,FALSE
482,1979,120.6,1.0305996494370169,FALSE
482,1980,119.4,1.069412882105468,FALSE
482,1981,118.3,1.1170429247050442,FALSE
482,1982,117.5,1.159683875305295,FALSE
482,1983,116.7,1.194835513565776,FALSE
482,1984,116.2,1.2465121763283191,FALSE
482,1985,115.6,1.2845886575226826,FALSE
482,1986,115.2,1.331971169897369,FALSE
482,1987,114.9,1.3710883610864473,FALSE
482,1988,115,1.4179266582607999,FALSE
482,1989,115.4,1.4706788329851979,FALSE
482,1990,115.6,1.5233294629592462,FALSE
482,1991,115.3,1.6237211802083207,FALSE
482,1992,114.9,1.6719889175728155,FALSE
482,1993,114.3,1.7018421117071254,FALSE
482,1994,113.7,1.673186808402578,FALSE
482,1995,113.2,1.7660244180009288,FALSE
482,1996,112.7,1.8085711016807349,FALSE
482,1997,112,1.8556187976619367,FALSE
482,1998,111.3,1.911009992515738,FALSE
482,1999,110.6,1.9783762739181567,FALSE
482,2000,109.9,2.0556928415047326,FALSE
482,2001,109.2,2.1438731532454574,FALSE
482,2002,108.5,2.227249866847822,FALSE
482,2003,107.7,2.3204889329949836,FALSE
482,2004,106.9,2.415854855888495,FALSE
482,2005,106.1,2.510527435050615,FALSE
482,2006,104.8,2.605151813794814,FALSE
482,2007,103.7,2.677645114195683,FALSE
482,2008,102.5,2.745087042723811,FALSE
482,2009,100.6,2.8085898362280517,FALSE
482,2010,99,2.798092686911381,FALSE
482,2011,96.7,2.874949507153404,FALSE
482,2012,94.5,2.897469290598471,FALSE
482,2013,93,2.9425004887445882,FALSE
482,2014,90.5,2.9312521582847455,FALSE
482,2015,87.9,2.9126082927590695,FALSE
482,2016,85.6,2.9131073085153902,FALSE
482,2017,83.8,2.9254165131286625,FALSE
482,2018,81.6,2.920935888182139,FALSE
482,2019,79.1,2.8955936931458957,FALSE
482,2020,77.5,2.9138157524574795,FALSE
483,1960,148.27947483509774,0.5874705503701082,TRUE
483,1961,146.64174933340215,0.5924633635514555,TRUE
483,1962,145.01270915269515,0.6208815589840021,TRUE
483,1963,143.39235429297682,0.6447915826665097,TRUE
483,1964,141.7806847542471,0.6566486833716878,TRUE
483,1965,140.177700536506,0.6664184440763143,TRUE
483,1966,138.58340163975353,0.7030147132467959,TRUE
483,1967,136.9977880639897,0.7239298444339654,TRUE
483,1968,135.4208598092145,0.7348387154739225,TRUE
483,1969,133.85261687542794,0.7550988536763925,TRUE
483,1970,132.29305926262998,0.7815219261116827,TRUE
483,1971,130.74218697082068,0.7949016932334382,TRUE
483,1972,129.2,0.829962371734972,FALSE
483,1973,128.6,0.884922069756985,FALSE
483,1974,127.9,0.9005915518379661,FALSE
483,1975,127.3,0.9130648015366299,FALSE
483,1976,126.7,0.9602894344967494,FALSE
483,1977,126,1.003100946561908,FALSE
483,1978,125.3,1.059847602931048,FALSE
483,1979,124.6,1.1128441325113725,FALSE
483,1980,123.7,1.1595246422506356,FALSE
483,1981,122.8,1.213411078676569,FALSE
483,1982,121.7,1.2511554548191908,FALSE
483,1983,120.6,1.2808601966981943,FALSE
483,1984,119.3,1.3157900182838933,FALSE
483,1985,118.1,1.3411551896905514,FALSE
483,1986,116.8,1.3687079455491389,FALSE
483,1987,115.6,1.3873260746637832,FALSE
483,1988,114.3,1.4015317752147356,FALSE
483,1989,113,1.413884495832647,FALSE
483,1990,111.7,1.4298518649055072,FALSE
483,1991,110.5,1.5040771089469849,FALSE
483,1992,109.3,1.5307641379018397,FALSE
483,1993,108.1,1.543853714230937,FALSE
483,1994,107.1,1.507753866664266,FALSE
483,1995,106,1.578028101947021,FALSE
483,1996,105,1.6043707982137985,FALSE
483,1997,103.8,1.6339542642063447,FALSE
483,1998,102.5,1.667632791486839,FALSE
483,1999,101.2,1.7115212808954277,FALSE
483,2000,99.7,1.7579839397902308,FALSE
483,2001,98.2,1.8123914570500124,FALSE
483,2002,96.8,1.8633568577910395,FALSE
483,2003,95.3,1.9217584775451961,FALSE
483,2004,93.9,1.9833862112328278,FALSE
483,2005,92.4,2.0403185167257383,FALSE
483,2006,90.8,2.1078832185431162,FALSE
483,2007,89.2,2.1472118182514004,FALSE
483,2008,87.5,2.1815797142212103,FALSE
483,2009,85.8,2.233186178158261,FALSE
483,2010,84.1,2.214067223004469,FALSE
483,2011,82.3,2.2833673870747466,FALSE
483,2012,80.6,2.310340179609201,FALSE
483,2013,78.9,2.331158735843647,FALSE
483,2014,77.3,2.345576424728528,FALSE
483,2015,75.7,2.358720957131646,FALSE
483,2016,74.1,2.3771344453120165,FALSE
483,2017,72.4,2.3818427996629947,FALSE
483,2018,70.7,2.388277127715508,FALSE
483,2019,69,2.389869735442504,FALSE
483,2020,67.4,2.395964618956972,FALSE
484,1960,115.8,0.11055590460142847,FALSE
484,1961,111.6,0.07107267999546954,FALSE
484,1962,107.8,0.04899895970270254,FALSE
484,1963,104.2,0.029757534857736,FALSE
484,1964,101.1,0.011488587599961053,FALSE
484,1965,98.1,-0.00914352379933817,FALSE
484,1966,95.3,-0.011829487584198094,FALSE
484,1967,92.4,-0.025597177391054066,FALSE
484,1968,89.8,-0.04755126446593832,FALSE
484,1969,87.4,-0.05516923969406681,FALSE
484,1970,85.2,-0.05437188898284919,FALSE
484,1971,83,-0.06107150008411829,FALSE
484,1972,81,-0.057349520164119455,FALSE
484,1973,79.2,-0.04262743186613453,FALSE
484,1974,77.5,-0.0506589366832196,FALSE
484,1975,75.9,-0.0680484687272314,FALSE
484,1976,74.4,-0.054040016404674186,FALSE
484,1977,72.9,-0.04563707398932382,FALSE
484,1978,71.4,-0.026774372706799346,FALSE
484,1979,70,-0.009793061453578783,FALSE
484,1980,68.5,0.00274111666615928,FALSE
484,1981,67.1,0.02058748396236044,FALSE
484,1982,65.6,0.029356499883584224,FALSE
484,1983,64.2,0.03681093293706724,FALSE
484,1984,62.7,0.05091071032082463,FALSE
484,1985,61.4,0.05822624012328806,FALSE
484,1986,60.3,0.07144055534601443,FALSE
484,1987,59.4,0.08366964174049826,FALSE
484,1988,59,0.10633601457567453,FALSE
484,1989,59,0.13601190990025827,FALSE
484,1990,59.6,0.18108702936709387,FALSE
484,1991,60.5,0.25778469997473896,FALSE
484,1992,61.7,0.3303535106985466,FALSE
484,1993,63.4,0.40480833242680553,FALSE
484,1994,65.3,0.46001190232162564,FALSE
484,1995,67.3,0.5675479031572663,FALSE
484,1996,69.3,0.657623936685275,FALSE
484,1997,71.2,0.7527025824194797,FALSE
484,1998,72.6,0.840703437990919,FALSE
484,1999,73.1,0.9137951847317368,FALSE
484,2000,72.4,0.9611748204955344,FALSE
484,2001,70.7,0.9836872165614003,FALSE
484,2002,68,0.967620220112806,FALSE
484,2003,64.6,0.934579043488061,FALSE
484,2004,60.7,0.8789278264198931,FALSE
484,2005,56.8,0.8184617654581746,FALSE
484,2006,53.1,0.7688099299010446,FALSE
484,2007,49.8,0.7058965175476253,FALSE
484,2008,46.9,0.6563532117408369,FALSE
484,2009,44.7,0.6352746682482339,FALSE
484,2010,43,0.6030976547780206,FALSE
484,2011,41.7,0.6154344651863104,FALSE
484,2012,40.7,0.6249839545392826,FALSE
484,2013,39.7,0.6315419476367747,FALSE
484,2014,38.7,0.6329185978141336,FALSE
484,2015,37.6,0.6289580483279715,FALSE
484,2016,36.6,0.6293968479097107,FALSE
484,2017,35.6,0.6271487070720664,FALSE
484,2018,34.7,0.629037184889936,FALSE
484,2019,35.9,0.7324971611868311,FALSE
484,2020,33,0.6321944216879154,FALSE
490,1960,168.75373356889003,0.8881057638696573,TRUE
490,1961,166.64064619311006,0.8900295154247416,TRUE
490,1962,164.5404491732504,0.9209826528124738,TRUE
490,1963,162.453142509311,0.943906906116689,TRUE
490,1964,160.37872620129184,0.9515973616849076,TRUE
490,1965,158.31720024919295,0.9576500457545224,TRUE
490,1966,156.26856465301432,0.995092871197513,TRUE
490,1967,154.23281941275593,1.013588194739735,TRUE
490,1968,152.20996452841786,1.0227690034912607,TRUE
490,1969,150.2,1.0402445321526903,FALSE
490,1970,148.7,1.0727423416405804,FALSE
490,1971,147.2,1.0899750375320547,FALSE
490,1972,145.6,1.1318693225056176,FALSE
490,1973,144,1.174077177550427,FALSE
490,1974,142.3,1.172377405701162,FALSE
490,1975,140.5,1.1650238514876605,FALSE
490,1976,138.8,1.1949622137683982,FALSE
490,1977,137,1.2203536438512403,FALSE
490,1978,135.3,1.2614472273536546,FALSE
490,1979,133.6,1.297894219428672,FALSE
490,1980,132,1.3334612955540983,FALSE
490,1981,130.5,1.378307697694512,FALSE
490,1982,129.1,1.4123196663436735,FALSE
490,1983,127.7,1.4374692352213152,FALSE
490,1984,126.3,1.472223854957771,FALSE
490,1985,125.1,1.499541479760584,FALSE
490,1986,123.9,1.531727387503868,FALSE
490,1987,122.7,1.5520228838053372,FALSE
490,1988,121.5,1.570164857974252,FALSE
490,1989,120.5,1.591366799434368,FALSE
490,1990,119.4,1.6144101995244282,FALSE
490,1991,118.3,1.6984987247466554,FALSE
490,1992,117.2,1.7299919520805376,FALSE
490,1993,116.3,1.7528061108929927,FALSE
490,1994,115.3,1.7132917639755019,FALSE
490,1995,114.3,1.7947460773980535,FALSE
490,1996,113.1,1.8191789096530433,FALSE
490,1997,111.8,1.850212345626434,FALSE
490,1998,110.3,1.8833534923988178,FALSE
490,1999,108.5,1.9187597329237174,FALSE
490,2000,106.5,1.956456540933232,FALSE
490,2001,104.4,1.9992265949056267,FALSE
490,2002,102.2,2.0313074773557087,FALSE
490,2003,99.9,2.0696746142443114,FALSE
490,2004,97.5,2.1031467589836277,FALSE
490,2005,95.2,2.136419609522063,FALSE
490,2006,92.8,2.178921589293359,FALSE
490,2007,90.4,2.191109746191617,FALSE
490,2008,88.1,2.204120007361314,FALSE
490,2009,85.8,2.233186178158261,FALSE
490,2010,83.5,2.1905494190887547,FALSE
490,2011,81.3,2.2422852954026173,FALSE
490,2012,79.1,2.246980923027625,FALSE
490,2013,77,2.248779350700967,FALSE
490,2014,75,2.2435268650937323,FALSE
490,2015,73,2.2361393336731177,FALSE
490,2016,71.1,2.237315437519832,FALSE
490,2017,69.1,2.2244925141860903,FALSE
490,2018,67.3,2.2221266886708704,FALSE
490,2019,65.5,2.214618859010635,FALSE
490,2020,63.8,2.2113840169171866,FALSE
500,1962,127.7,0.3548209217372411,FALSE
500,1963,125.7,0.36715068886528207,FALSE
500,1964,123.9,0.37307665506875354,FALSE
500,1965,122,0.37457352409923045,FALSE
500,1966,120.3,0.40105638422217066,FALSE
500,1967,118.4,0.4113684976663995,FALSE
500,1968,116.8,0.41549413947249225,FALSE
500,1969,115.5,0.43497609452398855,FALSE
500,1970,114.8,0.4710230909613007,FALSE
500,1971,114.6,0.505487231826646,FALSE
500,1972,115,0.5685551338725843,FALSE
500,1973,116.1,0.6502182484960741,FALSE
500,1974,117.8,0.7099639737811411,FALSE
500,1975,120.1,0.7756325924724314,FALSE
500,1976,122.6,0.8807722117683393,FALSE
500,1977,125.2,0.9873007503954111,FALSE
500,1978,127.4,1.1021835240597955,FALSE
500,1979,128.9,1.2012569518163048,FALSE
500,1980,130.1,1.293644471303908,FALSE
500,1981,129.3,1.3526095233021054,FALSE
500,1982,126.8,1.362228087086064,FALSE
500,1983,123.5,1.3448272687710183,FALSE
500,1984,120.1,1.3336681710466223,FALSE
500,1985,117.4,1.3253165606835484,FALSE
500,1986,115,1.3273790729408979,FALSE
500,1987,113,1.32701456709082,FALSE
500,1988,111.2,1.3289258645821664,FALSE
500,1989,109.4,1.3286929901038214,FALSE
500,1990,107.1,1.3195962364318659,FALSE
500,1991,104.8,1.3619997743241488,FALSE
500,1992,102.3,1.3542331633131202,FALSE
500,1993,100.2,1.3425459174467618,FALSE
500,1994,98.5,1.2921897304597993,FALSE
500,1995,97.3,1.3508658867152155,FALSE
500,1996,96.2,1.370999022823014,FALSE
500,1997,94.8,1.3906639226087438,FALSE
500,1998,92.9,1.4021303903644033,FALSE
500,1999,90.3,1.4020830443052414,FALSE
500,2000,87.1,1.39022588473114,FALSE
500,2001,83.4,1.3663979021688686,FALSE
500,2002,79.2,1.3159622458765636,FALSE
500,2003,74.7,1.2593514305882914,FALSE
500,2004,70,1.1883092414427934,FALSE
500,2005,65.6,1.1204937713894823,FALSE
500,2006,61.6,1.0707230055895753,FALSE
500,2007,57.9,1.0022075311440868,FALSE
500,2008,54.5,0.9418635915154882,FALSE
500,2009,52.1,0.9229764972831291,FALSE
500,2010,49.5,0.8578738638649285,FALSE
500,2011,47,0.8331695510485939,FALSE
500,2012,44.3,0.7770461703350645,FALSE
500,2013,42.4,0.7486073896816356,FALSE
500,2014,40.6,0.7172204079472255,FALSE
500,2015,38.9,0.6879788299931887,FALSE
500,2016,37.3,0.6620212830612202,FALSE
500,2017,35.7,0.6319168975410635,FALSE
500,2018,34.1,0.5997165191761764,FALSE
500,2019,33,0.5872892921432827,FALSE
500,2020,31.9,0.57579479328687,FALSE
501,1963,106.1,0.0595736740491004,FALSE
501,1964,103.4,0.04796457686216397,FALSE
501,1965,101.3,0.04223281734189281,FALSE
501,1966,99.5,0.057535338879271904,FALSE
501,1967,97.9,0.06683786925571496,FALSE
501,1968,96.2,0.06220764609724532,FALSE
501,1969,94.5,0.06867531094465884,FALSE
501,1970,92.7,0.07875183904354016,FALSE
501,1971,90.8,0.0787752755141083,FALSE
501,1972,88.8,0.08624037105606547,FALSE
501,1973,86.7,0.09819486089041196,FALSE
501,1974,84.5,0.08145918672250062,FALSE
501,1975,82.2,0.05220471420394223,FALSE
501,1976,79.8,0.050689984262011836,FALSE
501,1977,77.4,0.04323902944722126,FALSE
501,1978,75,0.04580149208533878,FALSE
501,1979,72.7,0.045721964621611176,FALSE
501,1980,70.5,0.04465356324530697,FALSE
501,1981,68.5,0.050568687420168325,FALSE
501,1982,66.7,0.053313342137223746,FALSE
501,1983,65.1,0.05666278289070206,FALSE
501,1984,63.8,0.07549317036957673,FALSE
501,1985,62.9,0.09216615942400931,FALSE
501,1986,62.4,0.11965757338896245,FALSE
501,1987,62.4,0.15325984278622523,FALSE
501,1988,62.8,0.19533680825430796,FALSE
501,1989,63.7,0.24723415349066996,FALSE
501,1990,64.9,0.308120688260637,FALSE
501,1991,66.1,0.3973694497796304,FALSE
501,1992,67.3,0.47157829036952215,FALSE
501,1993,67.9,0.5194773305950069,FALSE
501,1994,68,0.527689014850935,FALSE
501,1995,67.5,0.5727700230476527,FALSE
501,1996,66.5,0.5833692808791164,FALSE
501,1997,65.2,0.5905090213544125,FALSE
501,1998,63.6,0.5917949369386357,FALSE
501,1999,61.8,0.5930014165235624,FALSE
501,2000,59.9,0.5963354801591347,FALSE
501,2001,57.8,0.5949495910231059,FALSE
501,2002,55.5,0.5788456377871838,FALSE
501,2003,53.2,0.5680042699293857,FALSE
501,2004,50.8,0.5495863201051925,FALSE
501,2005,48,0.516429759526867,FALSE
501,2006,45.7,0.5059679581251472,FALSE
501,2007,43.7,0.4827487171848583,FALSE
501,2008,41.4,0.4497338579565499,FALSE
501,2009,40.4,0.4680965784036323,FALSE
501,2010,39.3,0.4580711972977805,FALSE
501,2011,38.5,0.48397177183549756,FALSE
501,2012,38.2,0.5193851935699895,FALSE
501,2013,37.4,0.531819534043004,FALSE
501,2014,36.4,0.530869038179338,FALSE
501,2015,35.2,0.5199966052537245,FALSE
501,2016,34.4,0.5268629088621086,FALSE
501,2017,33.7,0.5365530881611217,FALSE
501,2018,32.7,0.5313016325107376,FALSE
501,2019,32,0.5372176131627489,FALSE
501,2020,31.2,0.539904120668023,FALSE
510,1961,141.7,0.5189344412824732,FALSE
510,1962,140.6,0.5530673192370172,FALSE
510,1963,139.4,0.5821407451398579,FALSE
510,1964,137.9,0.5951044157952049,FALSE
510,1965,136.3,0.6041615485741064,FALSE
510,1966,134.6,0.6372271028954135,FALSE
510,1967,132.8,0.6533802561597585,FALSE
510,1968,131,0.6590217222845558,FALSE
510,1969,129.2,0.6739437485733606,FALSE
510,1970,127.3,0.6928959710052829,FALSE
510,1971,125.4,0.6991212288088061,FALSE
