idnum idacr year pop source
335 PMA 1853 502 0
335 PMA 1854 502 0
335 PMA 1855 502 0
335 PMA 1856 502 0
335 PMA 1857 502 0
335 PMA 1858 502 0
335 PMA 1859 503 0
335 PMA 1860 503 0
335 PMA 1861 504 1
337 TUS 1816 1163 0
337 TUS 1817 1152 0
337 TUS 1818 1143 0
337 TUS 1819 1159 0
337 TUS 1820 1172 0
337 TUS 1821 1189 0
337 TUS 1822 1202 0
337 TUS 1823 1216 0
337 TUS 1824 1237 0
337 TUS 1825 1256 0
337 TUS 1826 1277 0
337 TUS 1827 1295 0
337 TUS 1828 1315 0
337 TUS 1829 1336 0
337 TUS 1830 1348 0
337 TUS 1831 1365 0
337 TUS 1832 1378 0
337 TUS 1833 1393 0
337 TUS 1834 1401 0
337 TUS 1835 1421 0
337 TUS 1836 1436 0
337 TUS 1837 1451 0
337 TUS 1838 1466 0
337 TUS 1839 1481 0
337 TUS 1840 1494 0
337 TUS 1841 1489 0
337 TUS 1842 1498 0
337 TUS 1843 1513 0
337 TUS 1844 1532 0
337 TUS 1845 1546 0
337 TUS 1846 1565 0
337 TUS 1847 1580 0
337 TUS 1848 1547 0
337 TUS 1849 1554 0
337 TUS 1850 1563 0
337 TUS 1851 1758 0
337 TUS 1852 1775 0
337 TUS 1853 1793 0
337 TUS 1854 1812 0
337 TUS 1855 1814 0
337 TUS 1856 1776 0
337 TUS 1857 1783 0
337 TUS 1858 1793 0
337 TUS 1859 1806 0
337 TUS 1860 1815 0
337 TUS 1861 1826 1
338 MLT 1964 323 0
338 MLT 1965 319 0
338 MLT 1966 317 0
338 MLT 1967 310 0
338 MLT 1968 302 0
338 MLT 1969 302 0
338 MLT 1970 303 0
338 MLT 1971 303 0
338 MLT 1972 303 0
338 MLT 1973 303 0
338 MLT 1974 302 0
338 MLT 1975 304 0
338 MLT 1976 309 0
338 MLT 1977 313 0
338 MLT 1978 317 0
338 MLT 1979 320 0
338 MLT 1980 304 0
338 MLT 1981 327 0
338 MLT 1982 325 0
338 MLT 1983 328 0
338 MLT 1984 337 0
338 MLT 1985 340 0
338 MLT 1986 342 0
338 MLT 1987 344 0
338 MLT 1988 347 0
338 MLT 1989 351 0
338 MLT 1990 354 0
338 MLT 1991 358 0
338 MLT 1992 361 0
338 MLT 1993 365 0
338 MLT 1994 368 0
338 MLT 1995 371 0
338 MLT 1996 373 0
338 MLT 1997 375 0
338 MLT 1998 384 0
338 MLT 1999 386 0
338 MLT 2000 389 0
338 MLT 2001 385 0
338 MLT 2002 387 0
338 MLT 2003 399 0
338 MLT 2004 401 0
338 MLT 2005 404 0
338 MLT 2006 406 0
338 MLT 2007 409 0
338 MLT 2008 412 0
338 MLT 2009 413 0
338 MLT 2010 416 0
338 MLT 2011 419.02 3
338 MLT 2012 422.07 3
339 ALB 1913 5949.79 2
339 ALB 1914 724 0
339 ALB 1915 735 0
339 ALB 1916 747 0
339 ALB 1917 759 0
339 ALB 1918 771 0
339 ALB 1919 783 0
339 ALB 1920 795 0
339 ALB 1921 808 0
339 ALB 1922 821 0
339 ALB 1923 834 0
339 ALB 1924 847 0
339 ALB 1925 861 0
339 ALB 1926 874 0
339 ALB 1927 888 0
339 ALB 1928 902 0
339 ALB 1929 916 0
339 ALB 1930 931 0
339 ALB 1931 946 0
339 ALB 1932 961 0
339 ALB 1933 976 0
339 ALB 1934 991 0
339 ALB 1935 1005 0
339 ALB 1936 1014 0
339 ALB 1937 1030 0
339 ALB 1938 1040 0
339 ALB 1939 1070 0
339 ALB 1940 7494 1
339 ALB 1941 7629.04 2
339 ALB 1942 7766.52 2
339 ALB 1943 7906.48 2
339 ALB 1944 1112 0
339 ALB 1945 1122 0
339 ALB 1946 1138 0
339 ALB 1947 1154 0
339 ALB 1948 1164 0
339 ALB 1949 1183 0
339 ALB 1950 1215 0
339 ALB 1951 1242 0
339 ALB 1952 1270 0
339 ALB 1953 1302 0
339 ALB 1954 1340 0
339 ALB 1955 1379 0
339 ALB 1956 1420 0
339 ALB 1957 1462 0
339 ALB 1958 1507 0
339 ALB 1959 1556 0
339 ALB 1960 1611 0
339 ALB 1961 1660 0
339 ALB 1962 1712 0
339 ALB 1963 1764 0
339 ALB 1964 1817 0
339 ALB 1965 1870 0
339 ALB 1966 1923 0
339 ALB 1967 1965 0
339 ALB 1968 2019 0
339 ALB 1969 2080 0
339 ALB 1970 2136 0
339 ALB 1971 2187 0
339 ALB 1972 2242 0
339 ALB 1973 2294 0
339 ALB 1974 2347 0
339 ALB 1975 2401 0
339 ALB 1976 2454 0
339 ALB 1977 2508 0
339 ALB 1978 2563 0
339 ALB 1979 2617 0
339 ALB 1980 2670 0
339 ALB 1981 2724 0
339 ALB 1982 2780 0
339 ALB 1983 2838 0
339 ALB 1984 2897 0
339 ALB 1985 2957 0
339 ALB 1986 3016 0
339 ALB 1987 3076 0
339 ALB 1988 3138 0
339 ALB 1989 3199 0
339 ALB 1990 3256 0
339 ALB 1991 3255 0
339 ALB 1992 3363 0
339 ALB 1993 3485 0
339 ALB 1994 3547 0
339 ALB 1995 3609 0
339 ALB 1996 3650 0
339 ALB 1997 3731 0
339 ALB 1998 3119 0
339 ALB 1999 3113 0
339 ALB 2000 3113 0
339 ALB 2001 3074 0
339 ALB 2002 3093 0
339 ALB 2003 3111 0
339 ALB 2004 3127 0
339 ALB 2005 3142 0
339 ALB 2006 3151 0
339 ALB 2007 3161 0
339 ALB 2008 3182 0
339 ALB 2009 3194 0
339 ALB 2010 3206.05 3
339 ALB 2011 3218.14 3
339 ALB 2012 3230.27 3
340 SER 1878 1428 0
340 SER 1879 1750 0
340 SER 1880 1779 0
340 SER 1881 1809 0
340 SER 1882 1839 0
340 SER 1883 1870 0
340 SER 1884 1901 0
340 SER 1885 1942 0
340 SER 1886 1984 0
340 SER 1887 2027 0
340 SER 1888 2071 0
340 SER 1889 2116 0
340 SER 1890 2161 0
340 SER 1891 2191 0
340 SER 1892 2220 0
340 SER 1893 2251 0
340 SER 1894 2281 0
340 SER 1895 2312 0
340 SER 1896 2347 0
340 SER 1897 2383 0
340 SER 1898 2419 0
340 SER 1899 2455 0
340 SER 1900 2492 0
340 SER 1901 2530 0
340 SER 1902 2569 0
340 SER 1903 2608 0
340 SER 1904 2648 0
340 SER 1905 2688 0
340 SER 1906 2731 0
340 SER 1907 2775 0
340 SER 1908 2820 0
340 SER 1909 2865 0
340 SER 1910 2911 0
340 SER 1911 3068 0
340 SER 1912 3052 0
340 SER 1913 3003 0
340 SER 1914 4023 0
340 SER 1915 4043 0
340 SER 2006 7408.35 3
340 SER 2007 7379.11 3
340 SER 2008 7350 0
340 SER 2009 7321 0
340 SER 2010 7428 0
340 SER 2011 7536.56 3
340 SER 2012 7646.71 3
341 MNG 1868 177.33 2
341 MNG 1869 183.56 2
341 MNG 1870 190 1
341 MNG 1871 192 1
341 MNG 1872 193.39 2
341 MNG 1873 194.79 2
341 MNG 1874 196.2 1
341 MNG 1875 196.22 2
341 MNG 1876 196.24 2
341 MNG 1877 196.26 2
341 MNG 1878 196.28 2
341 MNG 1879 196.3 1
341 MNG 1880 236 1
341 MNG 1881 234.79 2
341 MNG 1882 233.58 2
341 MNG 1883 232.38 2
341 MNG 1884 231.19 2
341 MNG 1885 230 1
341 MNG 1886 224.7 2
341 MNG 1887 219.53 2
341 MNG 1888 214.48 2
341 MNG 1889 209.54 2
341 MNG 1890 204.71 2
341 MNG 1891 200 1
341 MNG 1892 205.27 2
341 MNG 1893 210.69 2
341 MNG 1894 216.24 2
341 MNG 1895 221.95 2
341 MNG 1896 227.8 1
341 MNG 1897 228.24 2
341 MNG 1898 228.68 2
341 MNG 1899 229.12 2
341 MNG 1900 229.56 2
341 MNG 1901 230 1
341 MNG 1902 233.87 2
341 MNG 1903 237.8 2
341 MNG 1904 241.8 2
341 MNG 1905 245.87 2
341 MNG 1906 250 1
341 MNG 1907 256.64 2
341 MNG 1908 263.45 2
341 MNG 1909 270.45 2
341 MNG 1910 277.63 2
341 MNG 1911 285 1
341 MNG 1912 288.35 2
341 MNG 1913 291.74 2
341 MNG 1914 295.16 2
341 MNG 1915 298.63 2
341 MNG 2006 624 0
341 MNG 2007 626 0
341 MNG 2008 628.01 3
341 MNG 2009 630.02 3
341 MNG 2010 632.04 3
341 MNG 2011 634.06 3
341 MNG 2012 636.1 3
343 MAC 1991 2142 2
343 MAC 1992 2162.5 1
343 MAC 1993 2115 0
343 MAC 1994 2137 0
343 MAC 1995 1963 0
343 MAC 1996 2174 0
343 MAC 1997 2190 0
343 MAC 1998 1999 0
343 MAC 1999 2011 0
343 MAC 2000 2024 0
343 MAC 2001 2035 0
343 MAC 2002 2031 0
343 MAC 2003 2027 0
343 MAC 2004 2033 0
343 MAC 2005 2037 0
343 MAC 2006 2040 0
343 MAC 2007 2044 0
343 MAC 2008 2047 0
343 MAC 2009 2051 0
343 MAC 2010 2053 0
343 MAC 2011 2055 3
343 MAC 2012 2057.01 3
344 CRO 1991 4690.6 2
344 CRO 1992 4470 0
344 CRO 1993 4641 0
344 CRO 1994 4649 0
344 CRO 1995 4669 0
344 CRO 1996 4494 0
344 CRO 1997 4498 0
344 CRO 1998 4481 0
344 CRO 1999 4477 0
344 CRO 2000 4473 0
344 CRO 2001 4440 0
344 CRO 2002 4440 0
344 CRO 2003 4440 0
344 CRO 2004 4439 0
344 CRO 2005 4442 0
344 CRO 2006 4440 0
344 CRO 2007 4436 0
344 CRO 2008 4435 0
344 CRO 2009 4429 0
344 CRO 2010 4426 0
344 CRO 2011 4423 3
344 CRO 2012 4420.01 3
345 YUG 1918 4104 0
345 YUG 1919 11710 0
345 YUG 1920 11882 0
345 YUG 1921 12059 0
345 YUG 1922 12239 0
345 YUG 1923 12422 0
345 YUG 1924 12607 0
345 YUG 1925 12796 0
345 YUG 1926 12987 0
345 YUG 1927 13181 0
345 YUG 1928 13378 0
345 YUG 1929 13577 0
345 YUG 1930 13780 0
345 YUG 1931 13982 0
345 YUG 1932 14174 0
345 YUG 1933 14369 0
345 YUG 1934 14566 0
345 YUG 1935 14767 0
345 YUG 1936 14970 0
345 YUG 1937 15172 0
345 YUG 1938 15384 0
345 YUG 1939 15596 0
345 YUG 1940 15811 0
345 YUG 1941 15724 0
345 YUG 1942 15637.48 3
345 YUG 1943 14156.07 3
345 YUG 1944 14494 0
345 YUG 1945 14840 0
345 YUG 1946 15186 0
345 YUG 1947 15539 0
345 YUG 1948 15901 0
345 YUG 1949 16133 0
345 YUG 1950 16346 0
345 YUG 1951 16588 0
345 YUG 1952 16798 0
345 YUG 1953 17048 0
345 YUG 1954 17284 0
345 YUG 1955 17519 0
345 YUG 1956 17685 0
345 YUG 1957 17859 0
345 YUG 1958 18018 0
345 YUG 1959 18214 0
345 YUG 1960 18402 0
345 YUG 1961 18598 0
345 YUG 1962 18820 0
345 YUG 1963 19044 0
345 YUG 1964 19264 0
345 YUG 1965 19485 0
345 YUG 1966 19735 0
345 YUG 1967 19949 0
345 YUG 1968 20154 0
345 YUG 1969 20210 0
345 YUG 1970 20371 0
345 YUG 1971 20572 0
345 YUG 1972 20772 0
345 YUG 1973 20956 0
345 YUG 1974 21155 0
345 YUG 1975 21352 0
345 YUG 1976 21573 0
345 YUG 1977 21780 0
345 YUG 1978 21974 0
345 YUG 1979 22166 0
345 YUG 1980 22304 0
345 YUG 1981 22471 0
345 YUG 1982 22642 0
345 YUG 1983 22805 0
345 YUG 1984 22966 0
345 YUG 1985 23124 0
345 YUG 1986 23274 0
345 YUG 1987 23417 0
345 YUG 1988 23566 0
345 YUG 1989 23695 0
345 YUG 1990 23818 0
345 YUG 1991 23931 0
345 YUG 1992 10448 0
345 YUG 1993 10482 0
345 YUG 1994 10516 0
345 YUG 1995 10547 0
345 YUG 1996 10574 0
345 YUG 1997 10597 0
345 YUG 1998 10635 0
345 YUG 1999 10637 0
345 YUG 2000 10640 0
345 YUG 2001 10640 0
345 YUG 2002 8114 0
345 YUG 2003 8153 0
345 YUG 2004 8147 0
345 YUG 2005 7780 0
345 YUG 2006 7412 0
346 BOS 1992 4409 0
346 BOS 1993 4434 0
346 BOS 1994 4459 0
346 BOS 1995 4484 0
346 BOS 1996 4510 0
346 BOS 1997 3784 0
346 BOS 1998 3675 0
346 BOS 1999 3839 0
346 BOS 2000 3972 0
346 BOS 2001 3798 0
346 BOS 2002 3828 0
346 BOS 2003 3832 0
346 BOS 2004 3843 0
346 BOS 2005 3843 0
346 BOS 2006 3843 0
346 BOS 2007 3843 0
346 BOS 2008 3842 0
346 BOS 2009 3843 0
346 BOS 2010 3844 0
346 BOS 2011 3845 3
346 BOS 2012 3846 3
347 KOS 2008 2153 1
347 KOS 2009 2175 1
347 KOS 2010 2199 1
347 KOS 2011 2223.26 3
347 KOS 2012 2247.8 3
349 SLV 1992 1996 0
349 SLV 1993 1991 0
349 SLV 1994 1989 0
349 SLV 1995 1988 0
349 SLV 1996 1991 0
349 SLV 1997 1987 0
349 SLV 1998 1993 0
349 SLV 1999 1989 0
349 SLV 2000 1986 0
349 SLV 2001 1992 0
349 SLV 2002 1996 0
349 SLV 2003 1997 0
349 SLV 2004 1997 0
349 SLV 2005 2001 0
349 SLV 2006 2009 0
349 SLV 2007 2019 0
349 SLV 2008 2023 0
349 SLV 2009 2042 0
349 SLV 2010 2049 0
349 SLV 2011 2056.02 3
349 SLV 2012 2063.07 3
350 GRC 1828 753 0
350 GRC 1829 759 0
350 GRC 1830 765 0
350 GRC 1831 772 0
350 GRC 1832 778 0
350 GRC 1833 784 0
350 GRC 1834 791 0
350 GRC 1835 797 0
350 GRC 1836 804 0
350 GRC 1837 811 0
350 GRC 1838 817 0
350 GRC 1839 824 0
350 GRC 1840 850 0
350 GRC 1841 861 0
350 GRC 1842 853 0
350 GRC 1843 915 0
350 GRC 1844 930 0
350 GRC 1845 960 0
350 GRC 1846 969 0
350 GRC 1847 978 0
350 GRC 1848 987 0
350 GRC 1849 997 0
350 GRC 1850 1006 0
350 GRC 1851 1016 0
350 GRC 1852 1026 0
350 GRC 1853 1036 0
350 GRC 1854 1045 0
350 GRC 1855 1054 0
350 GRC 1856 1063 0
350 GRC 1857 1070 0
350 GRC 1858 1076 0
350 GRC 1859 1083 0
350 GRC 1860 1090 0
350 GRC 1861 1097 0
350 GRC 1862 1114 0
350 GRC 1863 1131 0
350 GRC 1864 1382 0
350 GRC 1865 1395 0
350 GRC 1866 1408 0
350 GRC 1867 1423 0
350 GRC 1868 1436 0
350 GRC 1869 1446 0
350 GRC 1870 1460 0
350 GRC 1871 1480 0
350 GRC 1872 1505 0
350 GRC 1873 1525 0
350 GRC 1874 1547 0
350 GRC 1875 1574 0
350 GRC 1876 1600 0
350 GRC 1877 1628 0
350 GRC 1878 1655 0
350 GRC 1879 1679 0
350 GRC 1880 1702 0
350 GRC 1881 1725 0
350 GRC 1882 1747 0
350 GRC 1883 1769 0
350 GRC 1884 1833 0
350 GRC 1885 1899 0
350 GRC 1886 1967 0
350 GRC 1887 2038 0
350 GRC 1888 2111 0
350 GRC 1889 2187 0
350 GRC 1890 2221 0
350 GRC 1891 2255 0
350 GRC 1892 2290 0
350 GRC 1893 2325 0
350 GRC 1894 2361 0
350 GRC 1895 2397 0
350 GRC 1896 2434 0
350 GRC 1897 2451 0
350 GRC 1898 2469 0
350 GRC 1899 2486 0
350 GRC 1900 2504 0
350 GRC 1901 2522 0
350 GRC 1902 2540 0
350 GRC 1903 2558 0
350 GRC 1904 2576 0
350 GRC 1905 2595 0
350 GRC 1906 2613 0
350 GRC 1907 2632 0
350 GRC 1908 2650 0
350 GRC 1909 2669 0
350 GRC 1910 2688 0
350 GRC 1911 2706 0
350 GRC 1912 2725 0
350 GRC 1913 2744 0
350 GRC 1914 4604 0
350 GRC 1915 4618 0
350 GRC 1916 4632 0
350 GRC 1917 4646 0
350 GRC 1918 4660 0
350 GRC 1919 4674 0
350 GRC 1920 5008 0
350 GRC 1921 5050 0
350 GRC 1922 5097 0
350 GRC 1923 6010 0
350 GRC 1924 6000 0
350 GRC 1925 5957 0
350 GRC 1926 6041 0
350 GRC 1927 6127 0
350 GRC 1928 6210 0
350 GRC 1929 6286 0
350 GRC 1930 6367 0
350 GRC 1931 6462 0
350 GRC 1932 6543 0
350 GRC 1933 6624 0
350 GRC 1934 6726 0
350 GRC 1935 6836 0
350 GRC 1936 6936 0
350 GRC 1937 7028 0
350 GRC 1938 7122 0
350 GRC 1939 7221 0
350 GRC 1940 7319 0
350 GRC 1941 7400 0
350 GRC 1942 7399 1
350 GRC 1943 7426 1
350 GRC 1944 7300 0
350 GRC 1945 7300 0
350 GRC 1946 7400 0
350 GRC 1947 7500 0
350 GRC 1948 7749 0
350 GRC 1949 7856 0
350 GRC 1950 7566 0
350 GRC 1951 7646 0
350 GRC 1952 7733 0
350 GRC 1953 7817 0
350 GRC 1954 7893 0
350 GRC 1955 7966 0
350 GRC 1956 8031 0
350 GRC 1957 8096 0
350 GRC 1958 8173 0
350 GRC 1959 8258 0
350 GRC 1960 8327 0
350 GRC 1961 8398 0
350 GRC 1962 8448 0
350 GRC 1963 8480 0
350 GRC 1964 8510 0
350 GRC 1965 8550 0
350 GRC 1966 8614 0
350 GRC 1967 8716 0
350 GRC 1968 8741 0
350 GRC 1969 8773 0
350 GRC 1970 8793 0
350 GRC 1971 8831 0
350 GRC 1972 8889 0
350 GRC 1973 8929 0
350 GRC 1974 8962 0
350 GRC 1975 9047 0
350 GRC 1976 9167 0
350 GRC 1977 9308 0
350 GRC 1978 9430 0
350 GRC 1979 9548 0
350 GRC 1980 9643 0
350 GRC 1981 9729 0
350 GRC 1982 9790 0
350 GRC 1983 9847 0
350 GRC 1984 9896 0
350 GRC 1985 9934 0
350 GRC 1986 9967 0
350 GRC 1987 10001 0
350 GRC 1988 10037 0
350 GRC 1989 10090 0
350 GRC 1990 10161 0
350 GRC 1991 10247 0
350 GRC 1992 10322 0
350 GRC 1993 10379 0
350 GRC 1994 10426 0
350 GRC 1995 10454 0
350 GRC 1996 10475 0
350 GRC 1997 10522 0
350 GRC 1998 10600 0
350 GRC 1999 10626 0
350 GRC 2000 10645 0
350 GRC 2001 10950 0
350 GRC 2002 10988 0
350 GRC 2003 11024 0
350 GRC 2004 11062 0
350 GRC 2005 11104 0
350 GRC 2006 11149 0
350 GRC 2007 11193 0
350 GRC 2008 11237 0
350 GRC 2009 11283 0
350 GRC 2010 11329.19 3
350 GRC 2011 11375.57 3
350 GRC 2012 11422.13 3
352 CYP 1960 573 0
352 CYP 1961 579 0
352 CYP 1962 576 0
352 CYP 1963 582 0
352 CYP 1964 587 0
352 CYP 1965 591 0
352 CYP 1966 595 0
352 CYP 1967 599 0
352 CYP 1968 604 0
352 CYP 1969 609 0
352 CYP 1970 604 0
352 CYP 1971 606 0
352 CYP 1972 608 0
352 CYP 1973 619 0
352 CYP 1974 641 0
352 CYP 1975 610 0
352 CYP 1976 599 0
352 CYP 1977 598 0
352 CYP 1978 601 0
352 CYP 1979 605 0
352 CYP 1980 611 0
352 CYP 1981 618 0
352 CYP 1982 624 0
352 CYP 1983 632 0
352 CYP 1984 640 0
352 CYP 1985 647 0
352 CYP 1986 650 0
352 CYP 1987 659 0
352 CYP 1988 664 0
352 CYP 1989 671 0
352 CYP 1990 681 0
352 CYP 1991 693 0
352 CYP 1992 706 0
352 CYP 1993 718 0
352 CYP 1994 726 0
352 CYP 1995 733 0
352 CYP 1996 738 0
352 CYP 1997 766 0
352 CYP 1998 771 0
352 CYP 1999 778 0
352 CYP 2000 786 0
352 CYP 2001 701 0
352 CYP 2002 710 0
352 CYP 2003 721 0
352 CYP 2004 737 0
352 CYP 2005 758 0
352 CYP 2006 771 0
352 CYP 2007 784 0
352 CYP 2008 793 0
352 CYP 2009 800 0
352 CYP 2010 804 0
352 CYP 2011 808.02 3
352 CYP 2012 812.06 3
355 BUL 1878 2710.26 3
355 BUL 1879 2749.77 3
355 BUL 1880 2789.86 3
355 BUL 1881 2830.54 3
355 BUL 1882 2871.81 3
355 BUL 1883 2913.68 3
355 BUL 1884 2956.16 3
355 BUL 1885 2999.25 3
355 BUL 1886 3042.98 3
355 BUL 1887 3087.35 3
355 BUL 1888 3132.36 3
355 BUL 1889 3178.03 3
355 BUL 1890 3224.36 3
355 BUL 1891 3271.37 3
355 BUL 1892 3319.06 3
355 BUL 1893 3367.45 3
355 BUL 1894 3416.55 3
355 BUL 1895 3466.36 3
355 BUL 1896 3516.9 3
355 BUL 1897 3568.17 3
355 BUL 1898 3620.19 3
355 BUL 1899 3672.97 3
355 BUL 1900 3726.52 3
355 BUL 1901 3780.85 3
355 BUL 1902 3835.97 3
355 BUL 1903 3891.9 3
355 BUL 1904 3948.64 3
355 BUL 1905 4006.21 3
355 BUL 1906 4064.62 3
355 BUL 1907 4123.88 3
355 BUL 1908 4184 0
355 BUL 1909 4245 0
355 BUL 1910 4310 0
355 BUL 1911 4370 0
355 BUL 1912 4430 0
355 BUL 1913 4500 0
355 BUL 1914 4850 0
355 BUL 1915 4900 0
355 BUL 1916 5000 0
355 BUL 1917 5050 0
355 BUL 1918 5100 0
355 BUL 1919 5150 0
355 BUL 1920 4820 0
355 BUL 1921 4900 0
355 BUL 1922 5000 0
355 BUL 1923 5100 0
355 BUL 1924 5210 0
355 BUL 1925 5310 0
355 BUL 1926 5420 0
355 BUL 1927 5510 0
355 BUL 1928 5590 0
355 BUL 1929 5660 0
355 BUL 1930 5730 0
355 BUL 1931 5810 0
355 BUL 1932 5880 0
355 BUL 1933 5960 0
355 BUL 1934 6040 0
355 BUL 1935 6100 0
355 BUL 1936 6150 0
355 BUL 1937 6200 0
355 BUL 1938 6250 0
355 BUL 1939 6290 0
355 BUL 1940 6340 0
355 BUL 1941 6700 0
355 BUL 1942 6770 0
355 BUL 1943 6830 0
355 BUL 1944 6880 0
355 BUL 1945 6940 0
355 BUL 1946 7000 0
355 BUL 1947 7060 0
355 BUL 1948 7130 0
355 BUL 1949 7195 0
355 BUL 1950 7251 0
355 BUL 1951 7258 0
355 BUL 1952 7275 0
355 BUL 1953 7346 0
355 BUL 1954 7423 0
355 BUL 1955 7499 0
355 BUL 1956 7576 0
355 BUL 1957 7651 0
355 BUL 1958 7728 0
355 BUL 1959 7798 0
355 BUL 1960 7867 0
355 BUL 1961 7943 0
355 BUL 1962 8013 0
355 BUL 1963 8078 0
355 BUL 1964 8144 0
355 BUL 1965 8201 0
355 BUL 1966 8258 0
355 BUL 1967 8310 0
355 BUL 1968 8370 0
355 BUL 1969 8434 0
355 BUL 1970 8490 0
355 BUL 1971 8536 0
355 BUL 1972 8576 0
355 BUL 1973 8621 0
355 BUL 1974 8679 0
355 BUL 1975 8721 0
355 BUL 1976 8759 0
355 BUL 1977 8804 0
355 BUL 1978 8814 0
355 BUL 1979 8826 0
355 BUL 1980 8862 0
355 BUL 1981 8891 0
355 BUL 1982 8917 0
355 BUL 1983 8940 0
355 BUL 1984 8961 0
355 BUL 1985 8960 0
355 BUL 1986 8958 0
355 BUL 1987 8971 0
355 BUL 1988 8981 0
355 BUL 1989 8989 0
355 BUL 1990 8991 0
355 BUL 1991 8982 0
355 BUL 1992 8540 0
355 BUL 1993 8472 0
355 BUL 1994 8444 0
355 BUL 1995 8406 0
355 BUL 1996 8356 0
355 BUL 1997 8306 0
355 BUL 1998 8336 0
355 BUL 1999 8279 0
355 BUL 2000 8225 0
355 BUL 2001 7913 0
355 BUL 2002 7869 0
355 BUL 2003 7824 0
355 BUL 2004 7781 0
355 BUL 2005 7740 0
355 BUL 2006 7699 0
355 BUL 2007 7660 0
355 BUL 2008 7623 0
355 BUL 2009 7585 0
355 BUL 2010 7534 0
355 BUL 2011 7483.34 3
355 BUL 2012 7433.03 3
359 MLD 1991 4363 0
359 MLD 1992 4348 0
359 MLD 1993 4348 0
359 MLD 1994 4348 0
359 MLD 1995 4348 0
359 MLD 1996 4327 0
359 MLD 1997 4312 0
359 MLD 1998 4378 0
359 MLD 1999 4380 0
359 MLD 2000 4380 0
359 MLD 2001 3631 0
359 MLD 2002 3623 0
359 MLD 2003 3613 0
359 MLD 2004 3604 0
359 MLD 2005 3595 0
359 MLD 2006 3585 0
359 MLD 2007 3577 0
359 MLD 2008 3570 0
359 MLD 2009 3566 0
359 MLD 2010 3562 0
359 MLD 2011 3558 3
359 MLD 2012 3554.01 3
360 RUM 1878 4480 0
360 RUM 1879 4510 0
360 RUM 1880 4540 0
360 RUM 1881 4580 0
360 RUM 1882 4660 0
360 RUM 1883 4730 0
360 RUM 1884 4820 0
360 RUM 1885 4910 0
360 RUM 1886 5000 0
360 RUM 1887 5080 0
360 RUM 1888 5140 0
360 RUM 1889 5220 0
360 RUM 1890 5290 0
360 RUM 1891 5360 0
360 RUM 1892 5410 0
360 RUM 1893 5460 0
360 RUM 1894 5520 0
360 RUM 1895 5590 0
360 RUM 1896 5670 0
360 RUM 1897 5750 0
360 RUM 1898 5830 0
360 RUM 1899 5910 0
360 RUM 1900 6000 0
360 RUM 1901 6090 0
360 RUM 1902 6160 0
360 RUM 1903 6250 0
360 RUM 1904 6340 0
360 RUM 1905 6440 0
360 RUM 1906 6530 0
360 RUM 1907 6630 0
360 RUM 1908 6730 0
360 RUM 1909 6820 0
360 RUM 1910 6966 0
360 RUM 1911 7087 0
360 RUM 1912 7234 0
360 RUM 1913 7352 0
360 RUM 1914 7756 0
360 RUM 1915 8268 0
360 RUM 1916 8845 0
360 RUM 1917 9102 0
360 RUM 1918 9469 0
360 RUM 1919 9722 0
360 RUM 1920 15541 0
360 RUM 1921 15728 0
360 RUM 1922 15971 0
360 RUM 1923 16208 0
360 RUM 1924 16446 0
360 RUM 1925 16687 0
360 RUM 1926 16926 0
360 RUM 1927 17148 0
360 RUM 1928 17390 0
360 RUM 1929 17638 0
360 RUM 1930 17888 0
360 RUM 1931 18166 0
360 RUM 1932 18426 0
360 RUM 1933 18652 0
360 RUM 1934 18914 0
360 RUM 1935 19088 0
360 RUM 1936 19318 0
360 RUM 1937 19530 0
360 RUM 1938 19750 0
360 RUM 1939 19930 0
360 RUM 1940 15910 0
360 RUM 1941 13550 0
360 RUM 1942 13610 0
360 RUM 1943 13610 0
360 RUM 1944 13700 0
360 RUM 1945 13680 0
360 RUM 1946 15790 0
360 RUM 1947 15850 0
360 RUM 1948 15893 0
360 RUM 1949 16084 0
360 RUM 1950 16311 0
360 RUM 1951 16464 0
360 RUM 1952 16630 0
360 RUM 1953 16847 0
360 RUM 1954 17040 0
360 RUM 1955 17325 0
360 RUM 1956 17583 0
360 RUM 1957 17829 0
360 RUM 1958 18056 0
360 RUM 1959 18226 0
360 RUM 1960 18403 0
360 RUM 1961 18567 0
360 RUM 1962 18681 0
360 RUM 1963 18813 0
360 RUM 1964 18927 0
360 RUM 1965 19027 0
360 RUM 1966 19141 0
360 RUM 1967 19285 0
360 RUM 1968 19721 0
360 RUM 1969 20010 0
360 RUM 1970 20253 0
360 RUM 1971 20470 0
360 RUM 1972 20663 0
360 RUM 1973 20828 0
360 RUM 1974 21029 0
360 RUM 1975 21245 0
360 RUM 1976 21446 0
360 RUM 1977 21658 0
360 RUM 1978 21855 0
360 RUM 1979 22048 0
360 RUM 1980 22201 0
360 RUM 1981 22353 0
360 RUM 1982 22478 0
360 RUM 1983 22553 0
360 RUM 1984 22625 0
360 RUM 1985 22725 0
360 RUM 1986 22823 0
360 RUM 1987 22940 0
360 RUM 1988 23054 0
360 RUM 1989 23152 0
360 RUM 1990 23207 0
360 RUM 1991 23185 0
360 RUM 1992 22789 0
360 RUM 1993 22755 0
360 RUM 1994 22731 0
360 RUM 1995 22681 0
360 RUM 1996 22608 0
360 RUM 1997 22565 0
360 RUM 1998 22474 0
360 RUM 1999 22402 0
360 RUM 2000 22327 0
